order_id,product_id,seller_id,product_category_name,product_category_name_english,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,price,freight_value,payment_type,payment_value,payment_installments,review_score,order_purchase_timestamp,order_delivered_customer_date
bae1ccf3fe7baf222a4240bab9c095ca,0a70bfd7366ebae1c146277751691546,8b321bb669392f5163d04c59e235e066,consoles games,consoles games,48.0,720.0,1.0,200.0,19.0,13.0,17.0,24.9,15.1,credit card,40.0,1,5.0,2018-01-12 14:05:41,2018-01-22 21:33:50
ad267363f417fe1945d534f8df659562,ec96b7b4e1401281edb9465d0d689cae,5011f0d93373a4c5753adf58ca77af8d,alimentos bebidas,food drink,36.0,420.0,1.0,1200.0,16.0,23.0,13.0,34.99,16.11,boleto,153.3,1,5.0,2017-08-16 11:32:22,2017-08-24 21:53:56
ad267363f417fe1945d534f8df659562,ec96b7b4e1401281edb9465d0d689cae,5011f0d93373a4c5753adf58ca77af8d,alimentos bebidas,food drink,36.0,420.0,1.0,1200.0,16.0,23.0,13.0,34.99,16.11,boleto,153.3,1,5.0,2017-08-16 11:32:22,2017-08-24 21:53:56
ad267363f417fe1945d534f8df659562,ec96b7b4e1401281edb9465d0d689cae,5011f0d93373a4c5753adf58ca77af8d,alimentos bebidas,food drink,36.0,420.0,1.0,1200.0,16.0,23.0,13.0,34.99,16.11,boleto,153.3,1,5.0,2017-08-16 11:32:22,2017-08-24 21:53:56
f6abdf036dbfaa78fa40d68f83a20968,2c71e9b9845634cb1ea6285a8f3cbf50,612170e34b97004b3ba37eae81836b4c,eletronicos,electronics,54.0,381.0,2.0,100.0,16.0,8.0,16.0,104.9,17.66,credit card,122.56,1,5.0,2018-08-13 20:40:05,2018-08-20 14:26:59
69b60c85164df072f63b06bc0bda9804,d696750e550fd0f733979dd7e5dff921,9de4643a8dbde634fe55621059d92273,utilidades domesticas,housewares,44.0,916.0,2.0,950.0,53.0,5.0,13.0,168.98,27.72,voucher,196.7,1,3.0,2017-05-31 20:36:19,2017-06-19 16:11:44
f37814135d330c836ab5815503b91c92,154e7e31ebfa092203795c972e5804a6,cc419e0650a3c5ba77189a1882b7556a,beleza saude,health beauty,48.0,575.0,1.0,100.0,20.0,15.0,15.0,23.99,15.1,credit card,39.09,2,5.0,2017-12-23 08:55:07,2017-12-29 17:48:01
15bc19aabe8d08cb8e00f86c31f85682,6a1c65dbbecc1ece8c22856122a774ac,1025f0e2d44d7041d6cf58b6550e0bfa,moveis decoracao,furniture decor,53.0,770.0,1.0,13650.0,45.0,35.0,45.0,250.0,37.61,credit card,287.61,5,5.0,2018-03-08 10:09:59,2018-03-23 21:48:50
6d2f1e2a36b2d36d4e4c626750224b9b,9bc7d25a36d620cf449cfdebe3de132f,01fdefa7697d26ad920e9e0346d4bd1b,beleza saude,health beauty,45.0,287.0,4.0,500.0,20.0,7.0,20.0,57.99,13.43,boleto,71.42,1,3.0,2017-12-08 15:12:18,2017-12-15 21:18:46
38035a76fee1437dca92e94b3e057af6,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,esporte lazer,sports leisure,39.0,772.0,1.0,150.0,16.0,16.0,11.0,45.9,14.1,credit card,60.0,1,4.0,2018-02-23 09:35:40,2018-03-19 14:18:45
9c94a4ea2f7876660fa6f1b59b69c8e6,282b126b2354516c5f400154398f616d,7a241947449cc45dbfda4f9d0798d9d0,utilidades domesticas,housewares,48.0,2396.0,2.0,3700.0,20.0,20.0,20.0,75.99,14.7,boleto,90.69,1,1.0,2017-03-14 19:23:22,
579b51291793ea3e12416d865e56f8e8,3b82733180834cc02658403163260204,7c67e1448b00f6e969d365cea6b010ab,moveis escritorio,office furniture,46.0,1193.0,2.0,16100.0,63.0,61.0,24.0,229.99,66.42,credit card,296.41,1,3.0,2017-11-20 16:11:31,2017-12-22 17:45:05
7958f96c87dcc4edd752ef1a39e75cd9,254e83d8714765408ae71c07e6a972e0,3a4127e1ba7208ea37044c5092aae170,telefonia,telephony,60.0,438.0,2.0,651.0,20.0,15.0,22.0,385.0,10.46,credit card,395.46,6,5.0,2018-04-19 07:58:35,2018-04-27 19:28:45
4540a046d78b66514285266847c73d3c,2362291929f77eccf5f5cb26029dcf90,8581055ce74af1daba164fdbd55a40de,automotivo,auto,54.0,591.0,1.0,2400.0,52.0,8.0,52.0,78.0,29.96,credit card,107.96,5,5.0,2017-06-16 09:24:18,2017-07-06 13:21:39
93720f5a467d2edd5e84e209e8a9a4f6,593236d0ff46b4299b4787fb8d43f7f0,0dd184061fb0eaa7ca37932c68ab91c5,industria comercio e negocios,industry commerce and business,44.0,1396.0,2.0,7225.0,16.0,103.0,25.0,79.0,13.46,credit card,92.46,1,4.0,2018-04-10 22:48:52,2018-04-18 20:08:35
ed508ca755bf69c5c742f7cbc19f3ef5,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,esporte lazer,sports leisure,39.0,772.0,1.0,150.0,16.0,16.0,11.0,45.9,11.85,boleto,57.75,1,4.0,2017-10-25 00:00:09,2017-11-06 18:48:39
7c9956750739a47dba7a6928ba2f0245,53b36df67ebb7c41585e8d54d6772e08,4869f7a5dfa277a7dca6462dcf3b52b2,relogios presentes,watches gifts,33.0,523.0,3.0,584.0,16.0,11.0,13.0,159.9,12.62,boleto,172.52,1,5.0,2017-08-28 21:57:49,2017-09-08 15:56:52
1905a6fa69b8fe273cc0ec81f8ec31b5,7b35ccd93a2184646c03b70326626923,d05ae8f7a5bd1d2a690a44cd079e4e27,esporte lazer,sports leisure,30.0,2162.0,1.0,1563.0,20.0,16.0,17.0,179.0,16.0,boleto,195.0,1,2.0,2017-12-18 18:12:58,2017-12-30 12:41:56
a69cfdf2a1c59f8ff05718f69d021e81,dc21247da0290904ffbbcd5953c76f95,aba1721a889e04decc910aa13b768ef4,papelaria,stationery,41.0,92.0,1.0,100.0,16.0,5.0,16.0,58.0,18.51,credit card,76.51,1,4.0,2018-07-19 11:29:25,2018-07-26 17:58:43
c9240b9e46417f83c4cbca76aa120eae,e2652b87f51c488f334f7f4f0b2ca935,f7ccf836d21b2fb1de37564105216cc1,cama mesa banho,bed bath table,42.0,372.0,1.0,550.0,26.0,2.0,20.0,29.9,15.1,credit card,45.0,1,5.0,2018-02-28 09:50:15,2018-03-13 14:48:59
344aec04212ff4fb3b73f86f50ad49b9,f883f9b139767a9577cdb99523c31d06,a416b6a846a11724393025641d4edd5e,beleza saude,health beauty,34.0,1115.0,1.0,1150.0,30.0,12.0,16.0,49.9,11.15,credit card,61.05,3,5.0,2018-05-18 10:56:51,2018-05-23 17:16:39
66c3589804f5f5a67eb867cd5717a537,5afcae10f25795d55b858f6a2b95233b,7299e27ed73d2ad986de7f7c77d919fa,brinquedos,toys,36.0,509.0,1.0,800.0,40.0,10.0,40.0,100.0,16.46,credit card,116.46,5,5.0,2017-07-03 14:38:38,2017-07-10 21:34:53
5a42abf0eee65d3a1e361aa49561a521,a1dd59756b92c62cd39375d0b0222698,1900267e848ceeba8fa32d80c1a5f5a8,cama mesa banho,bed bath table,52.0,153.0,1.0,200.0,16.0,10.0,16.0,19.9,12.8,boleto,130.8,1,5.0,2018-08-13 13:03:17,2018-08-21 21:05:20
45060534aef780077c10103b60fe71c4,dd768d259ee6054e0dadd66c8e2be0b6,1900267e848ceeba8fa32d80c1a5f5a8,cama mesa banho,bed bath table,52.0,700.0,2.0,350.0,16.0,10.0,16.0,29.99,18.39,credit card,119.27,8,3.0,2018-07-03 15:40:07,2018-07-10 20:08:37
9d7ab082d6d8a4b069683e5a77db1261,2029248294c186017ecfc48cecd47bbd,d50d79cb34e38265a8649c383dcffd48,ferramentas jardim,garden tools,44.0,586.0,3.0,3250.0,32.0,14.0,22.0,126.99,18.0,boleto,144.99,1,5.0,2017-08-30 10:11:34,2017-09-11 18:23:33
b8702f50a689621ab21ef200b55a5b8d,e76438822c17316d276c27e52e588931,5656537e588803a555b8eb41f07a944b,informatica acessorios,computers accessories,57.0,1138.0,3.0,100.0,18.0,12.0,16.0,24.89,17.63,credit card,42.52,1,3.0,2018-01-06 21:54:20,2018-01-15 20:16:56
627bcc1ede93534cd39bf82a8357f0a8,f0bc8fe90b1c3901a14ba52f6aa17273,5656537e588803a555b8eb41f07a944b,telefonia,telephony,60.0,549.0,4.0,100.0,18.0,12.0,16.0,42.89,16.79,credit card,59.68,1,5.0,2018-02-14 23:23:30,2018-02-22 16:42:53
d07ea9203ae0a6ea15a2eacc87b4c0f7,baf76b06184501269d8e44228cc940ac,b4ffb71f0cb1b1c3d63fad021ecf93e1,automotivo,auto,60.0,332.0,2.0,100.0,16.0,5.0,16.0,16.1,17.63,boleto,33.73,1,5.0,2018-02-15 08:21:05,2018-03-11 13:18:49
20c50b79ccf3492546de6ef891c03ebd,e7d5464b94c9a5963f7c686fc80145ad,58f1a6197ed863543e0136bdedb3fce2,relogios presentes,watches gifts,42.0,938.0,5.0,275.0,16.0,14.0,14.0,139.0,22.9,credit card,161.9,2,5.0,2018-07-12 10:59:14,2018-07-26 23:52:34
b52f66917d5dcb9b040622761f939b97,656e0eca68dcecf6a31b8ececfabe3e8,e9bc59e7b60fc3063eb2290deda4cced,informatica acessorios,computers accessories,45.0,236.0,1.0,173.0,18.0,13.0,12.0,97.9,15.44,credit card,113.34,4,5.0,2017-05-29 20:39:57,2017-06-05 12:46:41
5bb6be5ac31d6ab742083dec19b729c8,1f75be631e988bb0ad750e60e18d043b,fd386aa7bed2af3c7035c65506c9b4a3,beleza saude,health beauty,29.0,378.0,2.0,200.0,25.0,10.0,15.0,13.99,15.23,boleto,29.22,1,4.0,2018-07-24 12:59:07,2018-08-01 13:16:31
b5bdf19b8bbc9d7daf5eb8f087a8895e,003128f981470c3e5a2e7445e4a771cd,b4b447d715f9ab302a188fb43d3e96b3,esporte lazer,sports leisure,59.0,1100.0,6.0,1550.0,16.0,10.0,16.0,99.98,11.72,credit card,111.7,10,5.0,2018-08-26 22:19:40,2018-08-29 17:32:07
7bcb99610f15bdb8d701787bf59f0c25,97017430754804328eb9597b7f85da03,ea8482cd71df3c1969d7b9473ff13abc,telefonia,telephony,60.0,818.0,5.0,300.0,17.0,4.0,12.0,29.99,18.23,credit card,48.22,4,5.0,2018-04-28 16:42:13,2018-05-09 18:18:35
7c74884b55b2ef0862e578cc630dfb3d,27c0cea4dc76549f5bd124d9cad0ae3b,1f50f920176fa81dab994f9023523100,bebes,baby,57.0,346.0,2.0,13700.0,55.0,30.0,55.0,119.9,18.56,boleto,433.81,1,5.0,2018-04-30 19:40:57,2018-05-11 17:58:59
98c977c116f7779360e9fecffd3860b6,e4aa3f3e3209009166c6b79afa8204bc,1127b7f2594683f2510f1c2c834a486b,ferramentas jardim,garden tools,60.0,482.0,2.0,1600.0,16.0,4.0,30.0,34.0,9.34,credit card,43.34,4,5.0,2017-08-28 20:24:52,2017-08-30 13:27:51
5f476a80b69ebf2744c36c282812abd5,656e0eca68dcecf6a31b8ececfabe3e8,6973a06f484aacf400ece213dbf3d946,informatica acessorios,computers accessories,45.0,236.0,1.0,173.0,18.0,13.0,12.0,89.79,8.37,credit card,196.32,1,5.0,2018-01-24 18:05:14,2018-02-05 19:26:45
5f476a80b69ebf2744c36c282812abd5,656e0eca68dcecf6a31b8ececfabe3e8,6973a06f484aacf400ece213dbf3d946,informatica acessorios,computers accessories,45.0,236.0,1.0,173.0,18.0,13.0,12.0,89.79,8.37,credit card,196.32,1,5.0,2018-01-24 18:05:14,2018-02-05 19:26:45
374624ffc15396737a3f35d464fa8ae5,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,cool stuff,cool stuff,33.0,897.0,1.0,1600.0,42.0,25.0,15.0,129.99,17.16,credit card,147.15,3,4.0,2017-06-23 09:18:17,2017-06-30 16:37:42
ade2cfaa99535244a44133b4116c7f05,656e0eca68dcecf6a31b8ececfabe3e8,0b90b6df587eb83608a64ea8b390cf07,informatica acessorios,computers accessories,45.0,236.0,1.0,173.0,18.0,13.0,12.0,89.8,17.07,boleto,213.74,1,5.0,2018-01-22 15:51:43,2018-02-05 12:25:18
ade2cfaa99535244a44133b4116c7f05,656e0eca68dcecf6a31b8ececfabe3e8,0b90b6df587eb83608a64ea8b390cf07,informatica acessorios,computers accessories,45.0,236.0,1.0,173.0,18.0,13.0,12.0,89.8,17.07,boleto,213.74,1,5.0,2018-01-22 15:51:43,2018-02-05 12:25:18
2a5243c1617fc7fbba213c4960700889,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,cool stuff,cool stuff,33.0,897.0,1.0,1600.0,42.0,25.0,15.0,129.99,17.16,boleto,147.15,1,5.0,2018-01-14 10:38:57,2018-01-26 21:45:49
a50a23ee8e09f54388b66da19c633bc4,fea7f0c147905a41ca324c0e3234a4c7,18a349e75d307f4b4cc646a691ed4216,informatica acessorios,computers accessories,60.0,2127.0,1.0,225.0,18.0,10.0,16.0,110.0,19.74,credit card,129.74,1,1.0,2018-04-07 10:56:18,2018-04-20 15:36:24
7b6de8c2dd83e08b23d9d4cc1282c92c,2b1736cd698222fad698e3c1be9dd4a3,f12ff17ad8bbf01ec5c33b17e506649b,automotivo,auto,48.0,689.0,5.0,2550.0,20.0,20.0,20.0,130.0,12.81,credit card,142.81,4,5.0,2018-03-11 17:25:54,2018-03-20 02:27:41
f00f18b889a2223a359c04fb790de5c9,1c9b5793de6c3d9117b6218552c87a8f,3c7c4a49ec3c6550809089c6a2ca9370,perfumaria,perfumery,54.0,956.0,1.0,50.0,16.0,5.0,11.0,13.99,15.1,credit card,29.09,2,1.0,2018-01-09 23:15:23,2018-01-15 17:07:08
df8e5e994bcc820fcf403f9a875201e6,962a6951154f98f2c8e9a5b8b2bcf4a9,1025f0e2d44d7041d6cf58b6550e0bfa,moveis decoracao,furniture decor,47.0,610.0,1.0,2550.0,30.0,35.0,30.0,75.0,21.17,credit card,96.17,8,5.0,2018-08-01 13:30:12,2018-08-06 22:28:21
f0b47dadd5f372c41ae2cab6c72877da,a9e0a3a894f4bf7844830c090853c3e1,8b321bb669392f5163d04c59e235e066,telefonia,telephony,49.0,79.0,1.0,375.0,18.0,10.0,16.0,15.9,7.39,boleto,46.58,1,5.0,2018-05-07 08:42:33,2018-05-09 20:06:48
f0b47dadd5f372c41ae2cab6c72877da,a9e0a3a894f4bf7844830c090853c3e1,8b321bb669392f5163d04c59e235e066,telefonia,telephony,49.0,79.0,1.0,375.0,18.0,10.0,16.0,15.9,7.39,boleto,46.58,1,5.0,2018-05-07 08:42:33,2018-05-09 20:06:48
c3c98f7bb3b28a9b25cf5a86e4472143,8f8cb7e4a7f16d339f87f8aa2711a003,850f4f8af5ea87287ac68de36e29107f,brinquedos,toys,36.0,529.0,2.0,650.0,28.0,13.0,15.0,79.9,9.37,credit card,89.27,1,5.0,2017-12-07 07:52:08,2017-12-08 16:38:07
a8ea05fd33c920bdb1add488f8ef7f9c,e8726dba146280f6ac62eddbf22d71b0,d1ef48b38baca7e831711c4a0aeb398f,ferramentas jardim,garden tools,54.0,1905.0,3.0,450.0,50.0,20.0,20.0,32.99,23.38,credit card,56.37,1,5.0,2018-07-16 21:06:54,2018-07-24 17:44:43
c58cea025bb7cd3c7140a14e442dad1f,87cb507e0daa37bbf34956fd59eba832,6560211a19b47992c3666cc44a7e94c0,relogios presentes,watches gifts,55.0,167.0,2.0,250.0,16.0,2.0,11.0,29.0,7.78,boleto,36.78,1,4.0,2018-01-07 14:46:44,2018-01-10 23:36:49
a471834c9ff33eaa1ba3b5aa8d6d0180,3c883b9d3fd2d0ce448d4136349dc0a4,b39d7fe263ef469605dbb32608aee0af,cama mesa banho,bed bath table,49.0,153.0,1.0,550.0,23.0,15.0,23.0,55.0,14.7,credit card,69.7,5,5.0,2018-08-14 12:36:40,2018-08-21 19:08:57
da8e92c95f6211d869cc1ed980065ed0,2604055d4992311bc72b115b6d5adda9,440dd6ab244315c632130ecfb63827b1,esporte lazer,sports leisure,60.0,1971.0,3.0,1600.0,80.0,20.0,25.0,227.0,44.17,credit card,271.17,10,4.0,2018-04-30 21:09:25,2018-05-10 10:18:31
27ac4b49ad26b510e55da059e19b57a1,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,perfumaria,perfumery,45.0,1003.0,2.0,400.0,18.0,11.0,11.0,56.99,14.15,credit card,142.28,3,5.0,2017-07-18 17:05:16,2017-07-26 09:06:45
27ac4b49ad26b510e55da059e19b57a1,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,perfumaria,perfumery,45.0,1003.0,2.0,400.0,18.0,11.0,11.0,56.99,14.15,credit card,142.28,3,5.0,2017-07-18 17:05:16,2017-07-26 09:06:45
b547e3cf7b2399609a4ed02ad7e87f4d,5d52927f3cf2e3266c5dd6e4d2dd566a,a066df7361163e7ddc5d7452dd17448b,telefonia,telephony,52.0,526.0,5.0,200.0,21.0,6.0,13.0,59.9,34.22,credit card,94.12,1,5.0,2018-02-25 15:26:17,2018-03-16 22:58:51
9ca192d3fd38d4aff0c137f84cf7e121,237629a2fbb505d4db6ef67408dcf5bf,7b7ed56ae755e2880f2b69632e839c1e,utilidades domesticas,housewares,54.0,460.0,1.0,475.0,24.0,19.0,24.0,18.9,19.04,credit card,37.94,3,3.0,2018-08-13 10:46:55,2018-08-18 14:24:53
c4f78575643f2f35c117ade8521fc9bf,72a137b85d5a1d82cde242493f118f43,ce27a3cc3c8cc1ea79d11e561e9bebb6,consoles games,consoles games,55.0,411.0,3.0,600.0,24.0,20.0,27.0,32.29,14.1,credit card,92.78,1,5.0,2017-05-08 08:30:29,2017-05-24 16:03:59
c4f78575643f2f35c117ade8521fc9bf,72a137b85d5a1d82cde242493f118f43,ce27a3cc3c8cc1ea79d11e561e9bebb6,consoles games,consoles games,55.0,411.0,3.0,600.0,24.0,20.0,27.0,32.29,14.1,credit card,92.78,1,5.0,2017-05-08 08:30:29,2017-05-24 16:03:59
c9ca2756f9123246e7feabce15ffac4b,f2886fbf788880954be8b4399aead7c8,87142160b41353c4e5fca2360caf6f92,informatica acessorios,computers accessories,40.0,522.0,3.0,200.0,20.0,20.0,20.0,24.9,13.37,credit card,38.27,1,5.0,2017-08-28 08:04:37,2017-08-30 15:40:10
